-6.011277437210083008e-02 -6.500666029751300812e-03
-4.909822344779968262e-02 3.753267228603363037e-04
-6.379435956478118896e-02 -1.434787362813949585e-02
-8.281689882278442383e-02 -1.820477284491062164e-02
-7.594421505928039551e-02 -2.102285623550415039e-02
-9.661056101322174072e-02 -3.258236497640609741e-02
-8.456636220216751099e-02 -1.735843718051910400e-02
-8.739455044269561768e-02 -3.610212355852127075e-02
-8.965359628200531006e-02 -4.328673332929611206e-02
-1.139144077897071838e-01 -5.894721299409866333e-02
-1.081913709640502930e-01 -4.643503576517105103e-02
-1.154576912522315979e-01 -5.018755421042442322e-02
-1.152202859520912170e-01 -4.274671524763107300e-02
-1.044923812150955200e-01 -3.475141525268554688e-02
-8.835350722074508667e-02 -2.644586004316806793e-02
-1.090868413448333740e-01 -3.442312777042388916e-02
-1.001656502485275269e-01 -2.079644054174423218e-02
-6.260702759027481079e-02 -2.467715740203857422e-02
-7.554176449775695801e-02 5.743785761296749115e-03
-6.070816516876220703e-02 8.092431351542472839e-03
-2.779093012213706970e-02 2.769923582673072815e-02
-3.783402964472770691e-02 3.720197826623916626e-02
-1.470523886382579803e-02 5.850287899374961853e-02
-2.329600229859352112e-02 6.177286803722381592e-02
-1.258346252143383026e-02 2.647371590137481689e-02
8.348562754690647125e-03 6.034302711486816406e-02
7.762956898659467697e-03 3.521621972322463989e-02
4.392188973724842072e-03 6.808634847402572632e-02
7.009775377810001373e-03 6.421187520027160645e-02
3.779371082782745361e-02 6.051018834114074707e-02
2.779034897685050964e-03 6.153222545981407166e-02
4.841039888560771942e-03 5.393148213624954224e-02
2.197045274078845978e-02 6.596779823303222656e-02
-1.073908992111682892e-02 4.646141454577445984e-02
2.720752730965614319e-02 5.338928475975990295e-02
1.460852753371000290e-02 4.791296273469924927e-02
6.504337303340435028e-03 4.978139325976371765e-02
1.698571443557739258e-02 3.733245655894279480e-02
2.239993214607238770e-02 4.055603593587875366e-02
6.467898841947317123e-03 3.772784397006034851e-02
1.430140901356935501e-02 1.121611800044775009e-02
9.542631916701793671e-03 -1.096573565155267715e-02
1.251120492815971375e-02 7.066559046506881714e-03
6.592351477593183517e-03 -2.561678737401962280e-02
2.131896652281284332e-02 -2.084733545780181885e-02
6.774781271815299988e-03 -3.652406856417655945e-02
7.014634087681770325e-03 -5.075320228934288025e-02
7.542251609265804291e-03 -5.425067991018295288e-02
-2.293460071086883545e-03 -6.267389655113220215e-02
1.794233918190002441e-03 -5.021906271576881409e-02
2.260898705571889877e-03 -8.281715959310531616e-02
4.190867766737937927e-03 -6.648583710193634033e-02
-5.765906069427728653e-03 -8.234257996082305908e-02
-5.229839123785495758e-03 -7.234333455562591553e-02
-1.052826084196567535e-02 -7.452250272035598755e-02
-9.653855115175247192e-03 -7.281037420034408569e-02
-3.182573243975639343e-02 -6.910835951566696167e-02
-2.443539537489414215e-02 -9.174646437168121338e-02
-2.555541507899761200e-02 -5.906975269317626953e-02
-5.475240573287010193e-02 -7.786575704813003540e-02
-4.633482545614242554e-02 -6.160485744476318359e-02
-4.056587815284729004e-02 -8.178468793630599976e-02
-3.593585640192031860e-02 -5.298592895269393921e-02
-4.844344034790992737e-02 -6.746008992195129395e-02
-6.434422731399536133e-02 -6.659887731075286865e-02
-5.444912239909172058e-02 -6.808724254369735718e-02
-4.888029396533966064e-02 -5.393720418214797974e-02
-4.856181517243385315e-02 -6.712090969085693359e-02
-7.301361113786697388e-02 -4.898466169834136963e-02
-5.531435832381248474e-02 -7.614474743604660034e-02
-4.909170418977737427e-02 -6.930754333734512329e-02
-6.268507242202758789e-02 -5.603270605206489563e-02
-4.795218259096145630e-02 -5.316924676299095154e-02
-4.866248369216918945e-02 -4.335245490074157715e-02
-4.597917199134826660e-02 -5.651301890611648560e-02
-2.146376483142375946e-02 -2.633505314588546753e-02
3.727169707417488098e-03 -4.004602134227752686e-02
1.292796689085662365e-03 -1.902747899293899536e-02
4.061655700206756592e-02 -2.753697894513607025e-02
7.594730705022811890e-02 -2.485668472945690155e-02
5.409704893827438354e-02 -2.005321905016899109e-02
6.654116511344909668e-02 -3.436030074954032898e-02
9.874927252531051636e-02 -2.267599478363990784e-02
1.100562810897827148e-01 -3.070316091179847717e-02
1.181228831410408020e-01 -1.426215749233961105e-02
1.183886975049972534e-01 -5.141953006386756897e-03
1.541515439748764038e-01 -2.859698049724102020e-02
1.375627070665359497e-01 -1.635009422898292542e-02
1.311720162630081177e-01 -2.402730472385883331e-02
1.587688326835632324e-01 -3.124082274734973907e-02
1.448298245668411255e-01 -4.649190604686737061e-02
1.469350308179855347e-01 -5.657827854156494141e-02
1.509509682655334473e-01 -6.144133955240249634e-02
1.362169981002807617e-01 -6.838718056678771973e-02
1.431083381175994873e-01 -7.666352391242980957e-02
1.273507475852966309e-01 -6.502754241228103638e-02
1.192458122968673706e-01 -6.748726963996887207e-02
1.259983330965042114e-01 -8.130274713039398193e-02
1.146780550479888916e-01 -7.011523842811584473e-02
1.155973374843597412e-01 -4.228189960122108459e-02
1.016702353954315186e-01 -4.086890071630477905e-02
1.316391676664352417e-01 -2.386469766497612000e-02
1.370303034782409668e-01 -2.179896831512451172e-02
1.003452464938163757e-01 -7.914937101304531097e-03
1.194713264703750610e-01 -7.364917546510696411e-04
1.255616247653961182e-01 -1.105573028326034546e-03
8.702107518911361694e-02 3.175913169980049133e-02
1.003460735082626343e-01 8.347457274794578552e-03
9.047272801399230957e-02 1.256124302744865417e-02
7.804107666015625000e-02 2.268111892044544220e-02
8.149202167987823486e-02 3.098194487392902374e-02
7.115940749645233154e-02 2.653908170759677887e-02
8.095454424619674683e-02 2.442260086536407471e-02
6.573084741830825806e-02 4.183096811175346375e-02
5.294843763113021851e-02 4.044737666845321655e-02
6.426249444484710693e-02 3.029410168528556824e-02
7.796469330787658691e-02 3.391898423433303833e-02
4.131529480218887329e-02 3.059920482337474823e-02
4.852693900465965271e-02 2.746979519724845886e-02
1.622199825942516327e-02 8.415957912802696228e-03
2.439731359481811523e-02 -5.357675254344940186e-03
7.416016422212123871e-03 1.500977203249931335e-03
-1.205096393823623657e-02 3.984173759818077087e-03
1.509718596935272217e-03 -8.267715573310852051e-03
-6.003425456583499908e-03 -2.803269959986209869e-02
-3.593290224671363831e-03 -7.371325977146625519e-03
-1.395836286246776581e-02 -2.661962248384952545e-02
-2.326228655874729156e-03 -2.679144963622093201e-03
1.467867195606231689e-02 -1.344090141355991364e-02
4.595161415636539459e-03 -4.077158868312835693e-03
4.793886560946702957e-03 4.639856517314910889e-03
6.337309256196022034e-03 6.780559197068214417e-03
1.015404611825942993e-02 9.043867699801921844e-03
7.015678100287914276e-03 1.603202149271965027e-02
2.338434197008609772e-02 1.040599402040243149e-02
2.809476666152477264e-02 8.440762758255004883e-03
3.052089549601078033e-02 2.825481258332729340e-02
2.970604971051216125e-02 1.808553561568260193e-02
4.356161877512931824e-02 2.762625180184841156e-02
4.646512866020202637e-02 3.077657334506511688e-02
4.932149127125740051e-02 6.926057860255241394e-03
4.962304979562759399e-02 2.265289425849914551e-03
5.171428993344306946e-02 2.884685620665550232e-02
5.073243379592895508e-02 1.134637184441089630e-02
7.117588818073272705e-02 1.740804873406887054e-02
6.652241945266723633e-02 3.680204227566719055e-02
5.806315690279006958e-02 4.575471207499504089e-02
6.225404143333435059e-02 1.799533516168594360e-02
6.037500500679016113e-02 1.586636528372764587e-02
5.788933858275413513e-02 3.881113231182098389e-02
4.892966896295547485e-02 1.953833922743797302e-02
7.235962897539138794e-02 5.762746185064315796e-02
5.664779245853424072e-02 3.810086473822593689e-02
6.685864925384521484e-02 6.325404345989227295e-02
4.758485406637191772e-02 6.192814186215400696e-02
4.239232093095779419e-02 7.777681946754455566e-02
4.683519899845123291e-02 6.905776262283325195e-02
4.904043301939964294e-02 7.159334421157836914e-02
3.359264880418777466e-02 7.353450357913970947e-02
3.349877893924713135e-02 7.718525826930999756e-02
1.880259811878204346e-02 7.797012478113174438e-02
1.513778604567050934e-02 8.280567824840545654e-02
1.465053204447031021e-02 9.270104020833969116e-02
-1.078033261001110077e-02 7.753328233957290649e-02
-9.525224566459655762e-03 7.131778448820114136e-02
-3.060366213321685791e-02 7.945725321769714355e-02
-3.114932589232921600e-02 9.440487623214721680e-02
-4.629079252481460571e-02 7.513351738452911377e-02
-4.174995422363281250e-02 9.807407855987548828e-02
-5.488669872283935547e-02 8.244814723730087280e-02
-6.566895544528961182e-02 8.277536928653717041e-02
-6.423519551753997803e-02 6.482556462287902832e-02
-6.352085620164871216e-02 7.129584997892379761e-02
-7.462883740663528442e-02 6.984212249517440796e-02
-7.550398260354995728e-02 3.785171359777450562e-02
-7.300164550542831421e-02 5.242344364523887634e-02
-8.049806952476501465e-02 1.812588050961494446e-02
-7.080304622650146484e-02 4.857035353779792786e-02
-7.135130465030670166e-02 4.286741465330123901e-02
-7.095278054475784302e-02 3.519453853368759155e-02
-8.109964430332183838e-02 2.920715883374214172e-02
-9.373360872268676758e-02 1.138037256896495819e-02
-8.433081209659576416e-02 2.728221192955970764e-02
-9.569075703620910645e-02 2.718811854720115662e-02
-7.426241040229797363e-02 3.059845790266990662e-02
-8.696983009576797485e-02 3.797807171940803528e-02
-9.039443731307983398e-02 3.923423215746879578e-02
-8.906492590904235840e-02 3.780492395162582397e-02
-7.944196462631225586e-02 5.651380121707916260e-02
-6.868974864482879639e-02 5.770116299390792847e-02
-6.357839703559875488e-02 6.633213162422180176e-02
-6.025840714573860168e-02 5.994087830185890198e-02
-6.851994991302490234e-02 7.135572284460067749e-02
-6.626302003860473633e-02 5.526997521519660950e-02
-6.643577665090560913e-02 5.668541043996810913e-02
-6.403884291648864746e-02 5.942849069833755493e-02
-5.492722243070602417e-02 5.445125699043273926e-02
-6.612183153629302979e-02 5.433986335992813110e-02
-5.774110183119773865e-02 5.303493514657020569e-02
-5.017489194869995117e-02 8.157881349325180054e-02
-4.194617271423339844e-02 5.718777328729629517e-02
-3.098658286035060883e-02 7.340411096811294556e-02
-4.262640327215194702e-02 6.785057485103607178e-02
-4.385603964328765869e-02 7.000934332609176636e-02
-3.086781874299049377e-02 7.732983678579330444e-02
-3.702640533447265625e-02 8.625539392232894897e-02
-2.323565632104873657e-02 7.750566303730010986e-02
-2.670024335384368896e-02 7.001531124114990234e-02
-2.972407266497612000e-02 8.322343975305557251e-02
-2.134599164128303528e-02 7.251241058111190796e-02
-1.801389828324317932e-02 6.374074518680572510e-02
8.120462298393249512e-03 6.998835504055023193e-02
1.355029735714197159e-02 7.793438434600830078e-02
3.269962221384048462e-02 8.736804127693176270e-02
2.784442342817783356e-02 6.795810908079147339e-02
4.745160788297653198e-02 7.122417539358139038e-02
6.265962123870849609e-02 7.872286438941955566e-02
5.242690443992614746e-02 5.978434905409812927e-02
6.633096188306808472e-02 7.732464373111724854e-02
4.861564934253692627e-02 4.189817607402801514e-02
4.952358454465866089e-02 3.917825967073440552e-02
1.719125360250473022e-02 1.561986654996871948e-02
1.559245865792036057e-02 8.861392736434936523e-03
-3.025070996955037117e-03 -1.836121454834938049e-02
-9.978415444493293762e-03 -4.012012854218482971e-02
-4.055348038673400879e-02 -3.451398387551307678e-02
-3.053336963057518005e-02 -6.606701016426086426e-02
-4.425983875989913940e-02 -6.415572762489318848e-02
-5.959425121545791626e-02 -8.193179965019226074e-02
-4.509425163269042969e-02 -7.258100807666778564e-02
-6.275884807109832764e-02 -9.944466501474380493e-02
